رقم الفاتورة,تاريخ ووقت البيع,اسم المنتج,الكمية,سعر القطعة,تكلفة المنتج,المحافظة
ORD-1031,2026-08-01 16:00:00,جاكيت جلد رجالي,1,1500,600,القاهرة
ORD-1115,2026-08-28 10:21:00,قميص كاجوال كحلي,1,450,200,المنيا
ORD-1233,2026-08-02 17:53:00,هودي شتوي رمادي,2,700,300,المنيا
ORD-1498,2026-08-08 16:33:00,تيشرت قطن أبيض,2,350,150,الجيزة
ORD-1225,2026-08-25 20:19:00,حذاء رياضي مريح,1,950,400,المنصورة
ORD-1043,2026-08-05 19:25:00,جاكيت جلد رجالي,2,1500,600,القاهرة
ORD-1022,2026-08-02 21:25:00,حذاء رياضي مريح,3,950,400,طنطا
ORD-1083,2026-08-06 09:59:00,قميص كاجوال كحلي,1,450,200,المنصورة
ORD-1454,2026-08-07 13:57:00,بنطلون جينز أسود,2,600,250,الجيزة
ORD-1442,2026-08-04 13:55:00,فستان صيفي مشجر,2,800,350,طنطا
ORD-1418,2026-08-11 16:24:00,هودي شتوي رمادي,3,700,300,الإسكندرية
ORD-1144,2026-08-03 19:20:00,حذاء رياضي مريح,2,950,400,المنصورة
ORD-1099,2026-08-05 19:51:00,هودي شتوي رمادي,1,700,300,الإسكندرية
ORD-1210,2026-08-09 16:16:00,هودي شتوي رمادي,2,700,300,الجيزة
ORD-1295,2026-08-18 14:55:00,سويت شيرت زيتي,2,500,220,الجيزة
ORD-1355,2026-08-07 16:39:00,فستان صيفي مشجر,3,800,350,القاهرة
ORD-1461,2026-08-21 15:00:00,فستان صيفي مشجر,3,800,350,طنطا
ORD-1372,2026-08-22 17:34:00,سويت شيرت زيتي,1,500,220,طنطا
ORD-1379,2026-08-27 17:08:00,هودي شتوي رمادي,3,700,300,الإسكندرية
ORD-1001,2026-08-28 22:56:00,تيشرت قطن أبيض,2,350,150,القاهرة
ORD-1288,2026-08-07 23:08:00,قميص كاجوال كحلي,3,450,200,المنصورة
ORD-1199,2026-08-21 22:14:00,سويت شيرت زيتي,3,500,220,المنيا
ORD-1494,2026-08-17 21:56:00,بنطلون جينز أسود,2,600,250,الإسكندرية
ORD-1120,2026-08-01 12:54:00,سويت شيرت زيتي,3,500,220,المنصورة
ORD-1499,2026-08-30 17:24:00,بنطلون جينز أسود,2,600,250,طنطا
ORD-1369,2026-08-09 10:43:00,فستان صيفي مشجر,3,800,350,الجيزة
ORD-1291,2026-08-04 15:40:00,بنطلون جينز أسود,3,600,250,الجيزة
ORD-1166,2026-08-04 22:36:00,هودي شتوي رمادي,2,700,300,المنصورة
ORD-1367,2026-08-11 22:06:00,فستان صيفي مشجر,2,800,350,الإسكندرية
ORD-1405,2026-08-21 21:36:00,تيشرت قطن أبيض,3,350,150,طنطا
ORD-1464,2026-08-02 22:01:00,قميص كاجوال كحلي,3,450,200,المنصورة
ORD-1154,2026-08-11 16:06:00,هودي شتوي رمادي,3,700,300,المنيا
ORD-1398,2026-08-12 12:07:00,بنطلون جينز أسود,1,600,250,الإسكندرية
ORD-1330,2026-08-11 12:58:00,بنطلون جينز أسود,2,600,250,طنطا
ORD-1373,2026-08-04 11:36:00,تيشرت قطن أبيض,3,350,150,المنصورة
ORD-1163,2026-08-20 23:57:00,هودي شتوي رمادي,2,700,300,القاهرة
ORD-1191,2026-08-13 20:51:00,هودي شتوي رمادي,1,700,300,طنطا
ORD-1178,2026-08-28 15:44:00,سويت شيرت زيتي,1,500,220,القاهرة
ORD-1347,2026-08-30 23:29:00,جاكيت جلد رجالي,1,1500,600,المنيا
ORD-1127,2026-08-14 16:04:00,سويت شيرت زيتي,3,500,220,الجيزة
ORD-1347,2026-08-17 21:30:00,هودي شتوي رمادي,3,700,300,الجيزة
ORD-1275,2026-08-26 22:54:00,فستان صيفي مشجر,2,800,350,المنيا
ORD-1001,2026-08-27 14:04:00,سويت شيرت زيتي,1,500,220,المنصورة
ORD-1147,2026-08-08 18:57:00,تيشرت قطن أبيض,2,350,150,القاهرة
ORD-1126,2026-08-10 09:06:00,هودي شتوي رمادي,2,700,300,الجيزة
ORD-1250,2026-08-17 20:01:00,جاكيت جلد رجالي,2,1500,600,طنطا
ORD-1195,2026-08-09 23:12:00,تيشرت قطن أبيض,1,350,150,القاهرة
ORD-1213,2026-08-13 17:52:00,بنطلون جينز أسود,2,600,250,المنيا
ORD-1368,2026-08-31 23:07:00,حذاء رياضي مريح,1,950,400,الإسكندرية
ORD-1356,2026-08-24 17:26:00,حذاء رياضي مريح,2,950,400,الجيزة
ORD-1409,2026-08-04 20:11:00,بنطلون جينز أسود,2,600,250,طنطا
ORD-1231,2026-08-28 14:01:00,فستان صيفي مشجر,1,800,350,المنيا
ORD-1389,2026-08-13 17:47:00,حذاء رياضي مريح,2,950,400,المنيا
ORD-1405,2026-08-28 23:51:00,تيشرت قطن أبيض,1,350,150,المنصورة
ORD-1467,2026-08-22 21:19:00,بنطلون جينز أسود,2,600,250,المنيا
ORD-1115,2026-08-31 21:38:00,فستان صيفي مشجر,1,800,350,طنطا
ORD-1385,2026-08-26 23:17:00,قميص كاجوال كحلي,3,450,200,المنصورة
ORD-1263,2026-08-24 10:00:00,هودي شتوي رمادي,1,700,300,طنطا
ORD-1191,2026-08-23 22:34:00,حذاء رياضي مريح,1,950,400,المنصورة
ORD-1279,2026-08-18 11:29:00,قميص كاجوال كحلي,1,450,200,المنيا
ORD-1341,2026-08-15 19:13:00,جاكيت جلد رجالي,2,1500,600,المنيا
ORD-1334,2026-08-04 10:26:00,تيشرت قطن أبيض,3,350,150,القاهرة
ORD-1400,2026-08-14 10:05:00,قميص كاجوال كحلي,3,450,200,القاهرة
ORD-1242,2026-08-26 11:32:00,بنطلون جينز أسود,1,600,250,طنطا
ORD-1281,2026-08-04 10:16:00,حذاء رياضي مريح,2,950,400,القاهرة
ORD-1424,2026-08-13 18:01:00,قميص كاجوال كحلي,3,450,200,طنطا
ORD-1125,2026-08-04 18:57:00,حذاء رياضي مريح,2,950,400,القاهرة
ORD-1263,2026-08-02 19:01:00,جاكيت جلد رجالي,1,1500,600,طنطا
ORD-1051,2026-08-08 11:24:00,حذاء رياضي مريح,1,950,400,الإسكندرية
ORD-1159,2026-08-27 17:27:00,حذاء رياضي مريح,1,950,400,الجيزة
ORD-1264,2026-08-12 21:39:00,بنطلون جينز أسود,1,600,250,الإسكندرية
ORD-1185,2026-08-04 12:23:00,حذاء رياضي مريح,1,950,400,المنصورة
ORD-1174,2026-08-31 20:21:00,سويت شيرت زيتي,2,500,220,المنصورة
ORD-1448,2026-08-25 16:27:00,قميص كاجوال كحلي,3,450,200,المنصورة
ORD-1007,2026-08-03 18:04:00,حذاء رياضي مريح,1,950,400,الجيزة
ORD-1216,2026-08-24 14:38:00,بنطلون جينز أسود,2,600,250,الإسكندرية
ORD-1453,2026-08-12 13:15:00,فستان صيفي مشجر,1,800,350,الجيزة
ORD-1146,2026-08-23 18:17:00,قميص كاجوال كحلي,2,450,200,طنطا
ORD-1016,2026-08-07 21:59:00,سويت شيرت زيتي,1,500,220,الجيزة
ORD-1299,2026-08-28 19:00:00,بنطلون جينز أسود,2,600,250,طنطا
ORD-1493,2026-08-12 17:26:00,فستان صيفي مشجر,2,800,350,القاهرة
ORD-1025,2026-08-15 17:37:00,فستان صيفي مشجر,3,800,350,الجيزة
ORD-1150,2026-08-26 10:44:00,حذاء رياضي مريح,1,950,400,المنيا
ORD-1367,2026-08-13 22:19:00,سويت شيرت زيتي,3,500,220,الجيزة
ORD-1112,2026-08-02 22:44:00,جاكيت جلد رجالي,2,1500,600,الجيزة
ORD-1435,2026-08-05 17:38:00,تيشرت قطن أبيض,2,350,150,الإسكندرية
ORD-1096,2026-08-04 23:49:00,فستان صيفي مشجر,3,800,350,الجيزة
ORD-1038,2026-08-12 13:30:00,فستان صيفي مشجر,3,800,350,الجيزة
ORD-1077,2026-08-29 22:46:00,حذاء رياضي مريح,1,950,400,المنصورة
ORD-1140,2026-08-27 17:52:00,بنطلون جينز أسود,2,600,250,المنيا
ORD-1383,2026-08-25 18:03:00,جاكيت جلد رجالي,2,1500,600,المنصورة
ORD-1371,2026-08-25 09:48:00,فستان صيفي مشجر,2,800,350,طنطا
ORD-1444,2026-08-02 09:28:00,بنطلون جينز أسود,2,600,250,المنصورة
ORD-1168,2026-08-22 17:29:00,جاكيت جلد رجالي,2,1500,600,المنيا
ORD-1296,2026-08-14 11:16:00,قميص كاجوال كحلي,1,450,200,الجيزة
ORD-1052,2026-08-19 12:41:00,حذاء رياضي مريح,2,950,400,الإسكندرية
ORD-1037,2026-08-15 16:47:00,تيشرت قطن أبيض,2,350,150,الإسكندرية
ORD-1023,2026-08-19 21:10:00,حذاء رياضي مريح,3,950,400,المنيا
ORD-1100,2026-08-24 19:36:00,تيشرت قطن أبيض,2,350,150,طنطا
ORD-1247,2026-08-24 21:00:00,سويت شيرت زيتي,2,500,220,المنصورة
ORD-1201,2026-08-15 18:57:00,بنطلون جينز أسود,2,600,250,المنصورة
ORD-1009,2026-08-25 12:57:00,حذاء رياضي مريح,3,950,400,المنيا
ORD-1127,2026-08-08 13:13:00,حذاء رياضي مريح,2,950,400,المنصورة
ORD-1076,2026-08-19 18:35:00,فستان صيفي مشجر,3,800,350,طنطا
ORD-1398,2026-08-07 21:55:00,جاكيت جلد رجالي,2,1500,600,القاهرة
ORD-1250,2026-08-23 17:47:00,بنطلون جينز أسود,2,600,250,الإسكندرية
ORD-1305,2026-08-09 21:22:00,جاكيت جلد رجالي,2,1500,600,القاهرة
ORD-1106,2026-08-13 11:07:00,سويت شيرت زيتي,3,500,220,الإسكندرية
ORD-1492,2026-08-07 10:35:00,بنطلون جينز أسود,1,600,250,القاهرة
ORD-1084,2026-08-25 18:51:00,تيشرت قطن أبيض,1,350,150,الجيزة
ORD-1469,2026-08-06 13:01:00,بنطلون جينز أسود,3,600,250,القاهرة
ORD-1151,2026-08-17 13:36:00,جاكيت جلد رجالي,2,1500,600,المنيا
ORD-1453,2026-08-14 14:20:00,حذاء رياضي مريح,2,950,400,القاهرة
ORD-1162,2026-08-24 13:56:00,حذاء رياضي مريح,1,950,400,المنيا
ORD-1485,2026-08-12 22:59:00,حذاء رياضي مريح,3,950,400,الجيزة
ORD-1417,2026-08-01 11:54:00,هودي شتوي رمادي,3,700,300,طنطا
ORD-1024,2026-08-24 18:17:00,حذاء رياضي مريح,1,950,400,طنطا
ORD-1357,2026-08-04 10:44:00,فستان صيفي مشجر,2,800,350,القاهرة
ORD-1391,2026-08-06 12:18:00,تيشرت قطن أبيض,3,350,150,الإسكندرية
ORD-1319,2026-08-02 11:57:00,بنطلون جينز أسود,2,600,250,الإسكندرية
ORD-1381,2026-08-22 15:35:00,هودي شتوي رمادي,3,700,300,المنصورة
ORD-1297,2026-08-21 17:40:00,هودي شتوي رمادي,2,700,300,القاهرة
ORD-1437,2026-08-19 10:13:00,بنطلون جينز أسود,3,600,250,المنيا
ORD-1332,2026-08-13 19:05:00,هودي شتوي رمادي,1,700,300,القاهرة
ORD-1224,2026-08-27 18:17:00,قميص كاجوال كحلي,3,450,200,الجيزة
ORD-1331,2026-08-20 22:51:00,حذاء رياضي مريح,2,950,400,المنيا
ORD-1192,2026-08-20 10:30:00,قميص كاجوال كحلي,3,450,200,المنصورة
ORD-1465,2026-08-06 22:46:00,فستان صيفي مشجر,1,800,350,الإسكندرية
ORD-1292,2026-08-21 16:40:00,قميص كاجوال كحلي,3,450,200,القاهرة
ORD-1490,2026-08-18 19:43:00,فستان صيفي مشجر,3,800,350,طنطا
ORD-1364,2026-08-18 19:44:00,جاكيت جلد رجالي,2,1500,600,القاهرة
ORD-1201,2026-08-28 19:13:00,حذاء رياضي مريح,2,950,400,طنطا
ORD-1184,2026-08-25 09:07:00,فستان صيفي مشجر,2,800,350,الجيزة
ORD-1158,2026-08-29 11:12:00,بنطلون جينز أسود,2,600,250,الجيزة
ORD-1354,2026-08-24 10:12:00,هودي شتوي رمادي,2,700,300,الإسكندرية
ORD-1461,2026-08-18 13:10:00,سويت شيرت زيتي,2,500,220,القاهرة
ORD-1039,2026-08-14 20:47:00,تيشرت قطن أبيض,3,350,150,طنطا
ORD-1009,2026-08-24 15:20:00,بنطلون جينز أسود,2,600,250,طنطا
ORD-1423,2026-08-12 14:30:00,فستان صيفي مشجر,1,800,350,القاهرة
ORD-1333,2026-08-04 17:34:00,حذاء رياضي مريح,3,950,400,المنيا
ORD-1432,2026-08-01 10:56:00,سويت شيرت زيتي,2,500,220,القاهرة
ORD-1165,2026-08-21 12:27:00,قميص كاجوال كحلي,2,450,200,الإسكندرية
ORD-1124,2026-08-16 18:12:00,سويت شيرت زيتي,2,500,220,الإسكندرية
ORD-1122,2026-08-13 20:04:00,بنطلون جينز أسود,3,600,250,المنيا
ORD-1391,2026-08-03 13:37:00,جاكيت جلد رجالي,2,1500,600,الإسكندرية
ORD-1109,2026-08-01 15:14:00,جاكيت جلد رجالي,2,1500,600,القاهرة
ORD-1022,2026-08-15 14:31:00,حذاء رياضي مريح,3,950,400,المنصورة
ORD-1142,2026-08-22 09:35:00,حذاء رياضي مريح,3,950,400,الإسكندرية
ORD-1356,2026-08-26 10:05:00,قميص كاجوال كحلي,3,450,200,القاهرة
ORD-1400,2026-08-25 14:29:00,تيشرت قطن أبيض,1,350,150,القاهرة
ORD-1435,2026-08-09 16:59:00,سويت شيرت زيتي,2,500,220,القاهرة
ORD-1496,2026-08-04 13:38:00,هودي شتوي رمادي,3,700,300,المنصورة
ORD-1175,2026-08-19 20:00:00,حذاء رياضي مريح,1,950,400,المنيا
ORD-1299,2026-08-03 12:49:00,جاكيت جلد رجالي,1,1500,600,الجيزة
ORD-1329,2026-08-13 10:43:00,فستان صيفي مشجر,1,800,350,المنيا
ORD-1422,2026-08-15 14:50:00,فستان صيفي مشجر,2,800,350,الجيزة
ORD-1124,2026-08-29 09:13:00,حذاء رياضي مريح,1,950,400,طنطا
ORD-1246,2026-08-15 10:59:00,هودي شتوي رمادي,2,700,300,القاهرة
ORD-1413,2026-08-16 19:17:00,فستان صيفي مشجر,3,800,350,طنطا
ORD-1262,2026-08-24 17:13:00,هودي شتوي رمادي,1,700,300,الإسكندرية
ORD-1174,2026-08-22 09:25:00,تيشرت قطن أبيض,2,350,150,الجيزة
ORD-1394,2026-08-22 23:33:00,تيشرت قطن أبيض,2,350,150,الإسكندرية
ORD-1396,2026-08-16 11:53:00,قميص كاجوال كحلي,1,450,200,الإسكندرية
ORD-1243,2026-08-20 14:18:00,حذاء رياضي مريح,3,950,400,الإسكندرية
ORD-1216,2026-08-12 16:43:00,تيشرت قطن أبيض,1,350,150,المنصورة
ORD-1293,2026-08-14 19:45:00,تيشرت قطن أبيض,1,350,150,الإسكندرية
ORD-1221,2026-08-01 10:09:00,هودي شتوي رمادي,1,700,300,الإسكندرية
ORD-1181,2026-08-24 20:22:00,فستان صيفي مشجر,2,800,350,المنيا
ORD-1245,2026-08-04 10:15:00,جاكيت جلد رجالي,1,1500,600,الإسكندرية
ORD-1240,2026-08-05 18:16:00,سويت شيرت زيتي,2,500,220,المنيا
ORD-1101,2026-08-06 17:22:00,فستان صيفي مشجر,2,800,350,القاهرة
ORD-1373,2026-08-24 23:09:00,قميص كاجوال كحلي,2,450,200,الجيزة
ORD-1055,2026-08-19 13:22:00,جاكيت جلد رجالي,2,1500,600,الإسكندرية
ORD-1009,2026-08-05 12:17:00,فستان صيفي مشجر,2,800,350,المنيا
ORD-1174,2026-08-03 13:23:00,جاكيت جلد رجالي,3,1500,600,المنصورة
ORD-1002,2026-08-08 20:04:00,تيشرت قطن أبيض,1,350,150,المنيا
ORD-1019,2026-08-28 15:18:00,حذاء رياضي مريح,2,950,400,طنطا
ORD-1233,2026-08-11 16:16:00,جاكيت جلد رجالي,1,1500,600,الجيزة
ORD-1466,2026-08-22 10:56:00,حذاء رياضي مريح,2,950,400,المنيا
ORD-1451,2026-08-11 15:30:00,تيشرت قطن أبيض,2,350,150,الجيزة
ORD-1450,2026-08-11 23:25:00,بنطلون جينز أسود,1,600,250,القاهرة
ORD-1118,2026-08-22 14:57:00,قميص كاجوال كحلي,1,450,200,الجيزة
ORD-1129,2026-08-06 14:55:00,تيشرت قطن أبيض,3,350,150,القاهرة
ORD-1457,2026-08-26 16:01:00,جاكيت جلد رجالي,1,1500,600,الإسكندرية
ORD-1447,2026-08-19 12:47:00,فستان صيفي مشجر,1,800,350,المنصورة
ORD-1121,2026-08-11 11:31:00,بنطلون جينز أسود,3,600,250,القاهرة
ORD-1330,2026-08-29 13:54:00,قميص كاجوال كحلي,2,450,200,الجيزة
ORD-1181,2026-08-01 13:19:00,حذاء رياضي مريح,1,950,400,المنصورة
ORD-1429,2026-08-14 20:36:00,هودي شتوي رمادي,2,700,300,الإسكندرية
ORD-1482,2026-08-21 19:11:00,هودي شتوي رمادي,3,700,300,المنيا
ORD-1063,2026-08-17 17:09:00,بنطلون جينز أسود,1,600,250,الإسكندرية
ORD-1456,2026-08-21 12:03:00,سويت شيرت زيتي,2,500,220,طنطا
ORD-1485,2026-08-10 16:50:00,جاكيت جلد رجالي,1,1500,600,الجيزة
ORD-1198,2026-08-04 23:01:00,حذاء رياضي مريح,1,950,400,القاهرة
ORD-1230,2026-08-20 15:46:00,قميص كاجوال كحلي,2,450,200,الإسكندرية
ORD-1065,2026-08-18 12:15:00,جاكيت جلد رجالي,1,1500,600,القاهرة
ORD-1227,2026-08-17 18:26:00,هودي شتوي رمادي,2,700,300,المنيا
ORD-1394,2026-08-20 19:29:00,هودي شتوي رمادي,3,700,300,المنيا
ORD-1124,2026-08-11 11:08:00,فستان صيفي مشجر,3,800,350,الإسكندرية
ORD-1018,2026-08-25 11:02:00,بنطلون جينز أسود,1,600,250,المنيا
ORD-1175,2026-08-14 11:49:00,جاكيت جلد رجالي,1,1500,600,طنطا
ORD-1382,2026-08-30 10:48:00,قميص كاجوال كحلي,2,450,200,الإسكندرية
ORD-1318,2026-08-06 21:21:00,بنطلون جينز أسود,3,600,250,الإسكندرية
ORD-1483,2026-08-31 19:53:00,فستان صيفي مشجر,2,800,350,الجيزة
ORD-1456,2026-08-26 13:30:00,هودي شتوي رمادي,2,700,300,الجيزة
ORD-1096,2026-08-26 23:39:00,قميص كاجوال كحلي,1,450,200,المنيا
ORD-1150,2026-08-11 23:26:00,جاكيت جلد رجالي,1,1500,600,طنطا
ORD-1496,2026-08-09 19:33:00,حذاء رياضي مريح,1,950,400,المنيا
ORD-1176,2026-08-12 16:40:00,جاكيت جلد رجالي,3,1500,600,المنيا
ORD-1314,2026-08-11 21:03:00,بنطلون جينز أسود,1,600,250,الإسكندرية
ORD-1420,2026-08-29 13:03:00,سويت شيرت زيتي,3,500,220,الإسكندرية
ORD-1423,2026-08-23 13:57:00,سويت شيرت زيتي,2,500,220,الجيزة
ORD-1427,2026-08-11 20:35:00,تيشرت قطن أبيض,1,350,150,المنصورة
ORD-1371,2026-08-22 10:02:00,جاكيت جلد رجالي,3,1500,600,المنصورة
ORD-1102,2026-08-23 22:10:00,سويت شيرت زيتي,3,500,220,الإسكندرية
ORD-1246,2026-08-28 09:19:00,بنطلون جينز أسود,1,600,250,القاهرة
ORD-1309,2026-08-07 10:28:00,حذاء رياضي مريح,1,950,400,القاهرة
ORD-1291,2026-08-14 15:20:00,جاكيت جلد رجالي,1,1500,600,القاهرة
ORD-1291,2026-08-21 21:35:00,حذاء رياضي مريح,3,950,400,المنصورة
ORD-1322,2026-08-03 12:56:00,هودي شتوي رمادي,2,700,300,المنيا
ORD-1281,2026-08-03 23:12:00,هودي شتوي رمادي,2,700,300,المنيا
ORD-1279,2026-08-24 15:37:00,فستان صيفي مشجر,3,800,350,الإسكندرية
ORD-1189,2026-08-27 20:26:00,سويت شيرت زيتي,3,500,220,الجيزة
ORD-1254,2026-08-14 20:23:00,قميص كاجوال كحلي,1,450,200,طنطا
ORD-1003,2026-08-31 10:19:00,جاكيت جلد رجالي,3,1500,600,القاهرة
ORD-1230,2026-08-13 21:26:00,بنطلون جينز أسود,1,600,250,طنطا
ORD-1334,2026-08-23 13:26:00,حذاء رياضي مريح,2,950,400,الإسكندرية
ORD-1066,2026-08-15 11:24:00,حذاء رياضي مريح,2,950,400,الإسكندرية
ORD-1235,2026-08-14 21:35:00,فستان صيفي مشجر,3,800,350,القاهرة
ORD-1075,2026-08-21 14:14:00,فستان صيفي مشجر,1,800,350,الإسكندرية
ORD-1247,2026-08-22 21:57:00,سويت شيرت زيتي,1,500,220,القاهرة
ORD-1280,2026-08-25 21:38:00,فستان صيفي مشجر,1,800,350,الجيزة
ORD-1376,2026-08-03 21:17:00,بنطلون جينز أسود,1,600,250,طنطا
ORD-1390,2026-08-11 20:32:00,سويت شيرت زيتي,1,500,220,القاهرة
ORD-1063,2026-08-26 13:04:00,سويت شيرت زيتي,1,500,220,المنيا
ORD-1454,2026-08-02 15:52:00,قميص كاجوال كحلي,3,450,200,القاهرة
ORD-1302,2026-08-27 21:39:00,حذاء رياضي مريح,3,950,400,طنطا
ORD-1172,2026-08-05 17:34:00,جاكيت جلد رجالي,3,1500,600,القاهرة
ORD-1488,2026-08-13 12:13:00,جاكيت جلد رجالي,1,1500,600,الجيزة
ORD-1485,2026-08-26 21:09:00,تيشرت قطن أبيض,2,350,150,المنصورة
ORD-1288,2026-08-23 16:02:00,قميص كاجوال كحلي,2,450,200,الجيزة
ORD-1268,2026-08-17 14:16:00,سويت شيرت زيتي,3,500,220,طنطا
ORD-1442,2026-08-31 20:20:00,بنطلون جينز أسود,1,600,250,المنصورة
ORD-1485,2026-08-09 16:51:00,حذاء رياضي مريح,3,950,400,المنيا
ORD-1017,2026-08-22 13:03:00,جاكيت جلد رجالي,2,1500,600,الإسكندرية
ORD-1447,2026-08-04 14:44:00,هودي شتوي رمادي,1,700,300,القاهرة
ORD-1218,2026-08-06 14:05:00,جاكيت جلد رجالي,1,1500,600,طنطا
ORD-1225,2026-08-23 22:06:00,فستان صيفي مشجر,3,800,350,الجيزة
ORD-1242,2026-08-29 10:01:00,هودي شتوي رمادي,1,700,300,طنطا
ORD-1049,2026-08-02 21:04:00,جاكيت جلد رجالي,1,1500,600,القاهرة
ORD-1002,2026-08-22 19:50:00,هودي شتوي رمادي,2,700,300,الإسكندرية
ORD-1023,2026-08-09 17:31:00,جاكيت جلد رجالي,2,1500,600,الإسكندرية
ORD-1353,2026-08-16 14:57:00,تيشرت قطن أبيض,3,350,150,المنيا
ORD-1103,2026-08-12 19:21:00,بنطلون جينز أسود,2,600,250,الجيزة
ORD-1182,2026-08-10 11:42:00,جاكيت جلد رجالي,1,1500,600,المنصورة
ORD-1480,2026-08-16 09:42:00,فستان صيفي مشجر,2,800,350,الجيزة
ORD-1190,2026-08-18 16:58:00,قميص كاجوال كحلي,3,450,200,المنصورة
ORD-1392,2026-08-13 19:35:00,حذاء رياضي مريح,1,950,400,الجيزة
ORD-1271,2026-08-26 23:14:00,قميص كاجوال كحلي,1,450,200,طنطا
ORD-1134,2026-08-30 20:03:00,فستان صيفي مشجر,3,800,350,الإسكندرية
ORD-1046,2026-08-24 23:25:00,تيشرت قطن أبيض,2,350,150,المنصورة
ORD-1072,2026-08-17 19:53:00,هودي شتوي رمادي,3,700,300,المنصورة
ORD-1444,2026-08-10 22:09:00,قميص كاجوال كحلي,3,450,200,الإسكندرية
ORD-1282,2026-08-02 23:15:00,تيشرت قطن أبيض,1,350,150,المنيا
ORD-1292,2026-08-25 21:37:00,قميص كاجوال كحلي,3,450,200,المنصورة
ORD-1121,2026-08-14 13:01:00,قميص كاجوال كحلي,3,450,200,الإسكندرية
ORD-1170,2026-08-10 15:25:00,حذاء رياضي مريح,1,950,400,الجيزة
ORD-1498,2026-08-13 17:10:00,فستان صيفي مشجر,3,800,350,الإسكندرية
ORD-1201,2026-08-07 15:47:00,حذاء رياضي مريح,2,950,400,المنيا
ORD-1051,2026-08-23 13:07:00,بنطلون جينز أسود,2,600,250,القاهرة
ORD-1321,2026-08-27 18:39:00,جاكيت جلد رجالي,2,1500,600,الجيزة
ORD-1107,2026-08-16 17:17:00,بنطلون جينز أسود,2,600,250,المنيا
ORD-1370,2026-08-21 09:55:00,بنطلون جينز أسود,1,600,250,المنصورة
ORD-1428,2026-08-25 16:55:00,جاكيت جلد رجالي,1,1500,600,القاهرة
ORD-1252,2026-08-24 16:50:00,فستان صيفي مشجر,2,800,350,المنصورة
ORD-1455,2026-08-13 14:19:00,حذاء رياضي مريح,2,950,400,المنصورة
ORD-1036,2026-08-12 12:24:00,فستان صيفي مشجر,1,800,350,الإسكندرية
ORD-1093,2026-08-13 09:00:00,فستان صيفي مشجر,1,800,350,طنطا
ORD-1328,2026-08-21 13:56:00,قميص كاجوال كحلي,2,450,200,المنيا
ORD-1128,2026-08-18 10:24:00,جاكيت جلد رجالي,1,1500,600,الإسكندرية
ORD-1425,2026-08-05 10:57:00,بنطلون جينز أسود,3,600,250,القاهرة
ORD-1369,2026-08-10 23:12:00,سويت شيرت زيتي,1,500,220,طنطا
ORD-1110,2026-08-10 10:20:00,سويت شيرت زيتي,3,500,220,طنطا
ORD-1184,2026-08-09 11:30:00,هودي شتوي رمادي,2,700,300,القاهرة
ORD-1434,2026-08-22 09:20:00,بنطلون جينز أسود,1,600,250,الجيزة
ORD-1100,2026-08-15 23:58:00,قميص كاجوال كحلي,1,450,200,المنصورة
ORD-1249,2026-08-19 21:54:00,هودي شتوي رمادي,3,700,300,الجيزة
ORD-1205,2026-08-25 19:23:00,فستان صيفي مشجر,3,800,350,طنطا
ORD-1214,2026-08-19 22:04:00,قميص كاجوال كحلي,3,450,200,طنطا
ORD-1022,2026-08-09 21:06:00,بنطلون جينز أسود,1,600,250,المنيا
ORD-1106,2026-08-08 20:39:00,قميص كاجوال كحلي,3,450,200,الجيزة
ORD-1092,2026-08-23 14:02:00,سويت شيرت زيتي,3,500,220,الجيزة
ORD-1382,2026-08-05 11:15:00,تيشرت قطن أبيض,3,350,150,الإسكندرية
ORD-1081,2026-08-16 18:59:00,بنطلون جينز أسود,3,600,250,المنيا
ORD-1065,2026-08-28 18:28:00,بنطلون جينز أسود,3,600,250,الجيزة
ORD-1303,2026-08-09 15:19:00,سويت شيرت زيتي,2,500,220,القاهرة
ORD-1404,2026-08-25 23:42:00,هودي شتوي رمادي,1,700,300,طنطا
ORD-1470,2026-08-19 17:33:00,جاكيت جلد رجالي,2,1500,600,القاهرة
ORD-1293,2026-08-27 17:09:00,جاكيت جلد رجالي,2,1500,600,الإسكندرية
ORD-1364,2026-08-24 11:16:00,سويت شيرت زيتي,2,500,220,المنيا
ORD-1204,2026-08-09 23:32:00,جاكيت جلد رجالي,3,1500,600,طنطا
ORD-1461,2026-08-15 22:06:00,حذاء رياضي مريح,2,950,400,المنيا
ORD-1410,2026-08-15 18:46:00,تيشرت قطن أبيض,1,350,150,المنيا
ORD-1076,2026-08-09 09:40:00,هودي شتوي رمادي,2,700,300,الإسكندرية
ORD-1195,2026-08-29 15:34:00,تيشرت قطن أبيض,3,350,150,الإسكندرية
ORD-1301,2026-08-23 13:34:00,هودي شتوي رمادي,2,700,300,القاهرة
ORD-1486,2026-08-25 16:40:00,سويت شيرت زيتي,2,500,220,طنطا
ORD-1125,2026-08-20 10:28:00,سويت شيرت زيتي,1,500,220,الجيزة
ORD-1039,2026-08-15 22:50:00,حذاء رياضي مريح,1,950,400,الجيزة
ORD-1363,2026-08-21 16:47:00,حذاء رياضي مريح,1,950,400,الجيزة
ORD-1442,2026-08-30 20:44:00,حذاء رياضي مريح,3,950,400,طنطا
ORD-1381,2026-08-31 14:55:00,هودي شتوي رمادي,3,700,300,الجيزة
ORD-1228,2026-08-15 17:28:00,بنطلون جينز أسود,3,600,250,المنصورة
